iso,glottocode,name,family,family_code,classification,macroarea,countries,dialects,names,med,aes,refs,likely_script
msm,agus1235,Agusan Manobo,Austronesian,aust1307,Austronesian > Malayo-Polynesian > Greater Central Philippine > Manobo > Central and Southern Manobo > East-West-Central Manobo > East and Central Manobo > East Manobo,Papunesia,PH,Adgawan|Surigao Manobo|Umayam,"Agusan|Manobo, Agusan",grammar sketch,not endangered,36,Latin
msn,vure1239,Vurës,Austronesian,aust1307,Austronesian > Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > North and Central Vanuatu > Northern Vanuatu > Torres-Banks linkage,Papunesia,VU,Mwesen|Nuclear Vures|Vetumboso,Banks-Inseln|Mosin|Mosina|Mwesen|Vures,long grammar,shifting,22,Latin
mso,nucl1452,Mombum,Mombum-Koneraw,momb1255,Mombum-Koneraw,Papunesia,ID,,Kemelom|Kemelomsch|Komelom|Komolom,grammar sketch,shifting,20,Latin
msp,mari1442,Manitsauá,Tupian,tupi1275,Tupian > Eastern Tupian > Jurunic > Unclassified Jurunic,South America,BR,,Maintsawá|Manitsawa|Manitsawá|Manitzula|Mantizula|Maritsaua|Maritsauá,Wordlist or less,extinct,2,Latin
msq,caac1237,Caac,Austronesian,aust1307,Austronesian > Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > Southern Melanesian > New Caledonian > Mainland New Caledonian > Northern New Caledonian > Extreme Northern New Caledonian > Kum-Nel-Yua-Cac,Papunesia,NC,La Conception|Pouébo,Caawac|Moenebeng|Mwelebeng|Neukaledonien,grammar sketch,shifting,33,Latin
msr,mong1264,Mongolian Sign Language,Sign Language,sign1238,Sign Language > L1 Sign Language > RSLic > Nuclear RSLic,Eurasia,MN,,,phonology/text,not endangered,4,
mss,west2535,West Masela,Austronesian,aust1307,Austronesian > Malayo-Polynesian > Timor-Babar > Southwest Maluku > Babar > South Babar > Masela-South Babar,Papunesia,ID,,"Masela, West|West Marsela",Wordlist or less,shifting,2,Latin
mst,cata1284,Cataelano Mandaya,Bookkeeping,book1242,Bookkeeping,Papunesia,PH,,,Wordlist or less,,1,
msu,muso1238,Musom,Austronesian,aust1307,Austronesian > Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > Western Oceanic linkage > North New Guinea linkage > Huon Gulf > Markham > Lower Markham > Busu > Musom-Sirak,Papunesia,PG,,Misatik,grammar sketch,shifting,14,Latin
msv,masl1241,Maslam,Afro-Asiatic,afro1255,Afro-Asiatic > Chadic > Biu-Mandara > North Biu-Mandara > Kotoko-Buduma > Kotoko Septentrional > Kotoko Septentrional 1,Africa,CM;TD,Nuclear Maslam|Sao,Kotoko-Maltam|Maltam|Mandage|Mandagué|Maslam language|Mendage,phonology/text,shifting,8,Latin
msw,mans1259,Mansoanka,Atlantic-Congo,atla1278,Atlantic-Congo,Africa,GM;GW,,Kunant|Kunante|Mansoanca|Maswanka|Sua,Wordlist or less,threatened,8,Latin
msx,more1258,Moresada,Nuclear Trans New Guinea,nucl1709,Nuclear Trans New Guinea > Madang > Kalamic-South Adelbert > South Adelbert > Osum-Wadaginam-Pomoikan > Pomoikan > Anamuxric,Papunesia,PG,,Murisapa|Murusapa|Murusapa-Sarewa,phonology/text,shifting,7,Latin
msy,arua1260,Aruamu,Ramu,ramu1234,Ramu > Lower Ramu > Ruboni > Mikarewan,Papunesia,PG,,Ariawia|Ariawiai|Gumasi|Makarub|Makarup|Mikarew|Mikarew-Ariaw|Mikarup|Misegian,Wordlist or less,shifting,15,Latin
msz,moma1243,Momare,Nuclear Trans New Guinea,nucl1709,Nuclear Trans New Guinea > Finisterre-Huon > Huon > Eastern Huon > Trans Vitiaz > Huon Tip > Sopac,Papunesia,PG,,Momale|Momole|Mumare,phonology/text,shifting,7,Latin
mta,cota1241,Cotabato Manobo,Austronesian,aust1307,Austronesian > Malayo-Polynesian > Greater Central Philippine > Manobo > Central and Southern Manobo > South Manobo > Sarangani-Tasaday-Cotabato,Papunesia,PH,Blit|Tasaday,"Cotabato Manobo language|Dulangan Manobo|Manobo, Cotabato",grammar,not endangered,98,Latin
mtb,anyi1244,Anyin Morofo,Atlantic-Congo,atla1278,Atlantic-Congo > Volta-Congo > Kwa Volta-Congo > Nyo > Potou-Tano > Tano > Central Tano > Bia > Northern Bia > Anyinic,Africa,CI,,Morofo,grammar sketch,not endangered,16,Latin
mtc,muni1257,Munit,Nuclear Trans New Guinea,nucl1709,Nuclear Trans New Guinea > Madang > Croisilles > Mabuso > Kokon,Papunesia,PG,,Mataco|Matako|Wichí,phonology/text,not endangered,3,Latin
mtd,mual1241,Mualang,Austronesian,aust1307,Austronesian > Malayo-Polynesian > Malayo-Chamic > Malayic > Ibanic > Iban-Mualang-Seberuang,Papunesia,ID,,Indonesia,long grammar,not endangered,15,Latin
mte,mono1273,Mono-Alu,Austronesian,aust1307,Austronesian > Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > Western Oceanic linkage > Meso Melanesian linkage > New Ireland-Northwest Solomonic linkage > St George linkage > Northwest Solomonic > Mono-Uruavan,Papunesia,SB,Alu|Fauro|Mono,Alu|Mono|Mono (Solomon Islands)|Mono Alu,long grammar,shifting,19,Latin
mtf,muri1260,Murik (Papua New Guinea),Lower Sepik,lowe1423,Lower Sepik > Nor,Papunesia,PG,,"Murik|Murik, Nor|Múrico|Nor|Nor-Murik Lakes",grammar sketch,shifting,27,Latin
mtg,unaa1239,Una,Nuclear Trans New Guinea,nucl1709,Nuclear Trans New Guinea > Mek > Eastern Mek,Papunesia,ID,,Goliath|Langda|Langtub|Mt. Goliath|Oranje-Gebergte,grammar,not endangered,36,Latin
mth,mung1269,Munggui,Austronesian,aust1307,Austronesian > Malayo-Polynesian > Eastern Malayo-Polynesian > South Halmahera-West New Guinea > Cenderawasih Bay > Yapen > Central-Western Yapen > Central Yapen,Papunesia,ID,,Natabui,Wordlist or less,threatened,5,Latin
mti,maiw1251,Maiwa (Papua New Guinea),Dagan,daga1274,Dagan > Central Dagan,Papunesia,PG,Gairen|Gwareta|Maiwa|Manigara|Oren,Maiwa,grammar sketch,not endangered,20,Latin
mtj,mosk1236,Moskona,East Bird's Head,east1459,East Bird's Head > Meax,Papunesia,ID,Northern Moskona|Southern Moskona,Meninggo|Meningo|Meyah|Sabena,long grammar,threatened,23,Latin
mtk,mbee1250,Mbe',Atlantic-Congo,atla1278,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Southern Bantoid > Wide Grassfields > Narrow Grassfields > Mbam-Nkam > Nkambe,Africa,CM,,Mbaw|Mbe|Mbo,Wordlist or less,threatened,4,Latin
mtl,mont1280,Montol,Afro-Asiatic,afro1255,Afro-Asiatic > Chadic > West Chadic > West Chadic A > West Chadic A.2-3 > West Chadic A.3 > Goemaic,Africa,NG,Baltap-Lalin|Nuclear Montol,Baltap|Montal|Montoil|Montol language|Teel,Wordlist or less,threatened,8,Latin
mtm,mato1250,Mator-Taigi-Karagas,Uralic,ural1272,Uralic > Samoyedic,Eurasia,RU,Karagas (Mator)|Nuclear Mator|Taigi,Karagas|Lingua mator|Mator|Mator language|Mator nyelv|Matora lingvo|Matoreg|Matorigiella|Matorin kieli|Matorische Sprache|Matorish|Matorisk språk,grammar sketch,extinct,7,Cyrillic
mtn,mata1288,Matagalpa,Misumalpan,misu1242,Misumalpan > Sumalpan > Matagalpan,North America,NI,,Idioma matagalpa|Matagalpa language|Matagalpa language area|Pantasma|Pantasmas,phonology/text,extinct,12,Latin
mto,toto1305,Totontepec Mixe,Mixe-Zoque,mixe1284,Mixe-Zoque > Mixe > Oaxaca Mixe,North America,MX,,"Ayuk|Mije|Mixe|Mixe (Totontepec)|Mixe, Totontepec|Mize (Totontepec)|North Highland Mixe|Northern Highland Mije|Northern Highland Mixe|Northwestern Mixe|Oaxaca Mije|Tetontepec",grammar,shifting,17,Latin
mtp,wich1262,Weenhayek,Mataguayan,mata1289,Mataguayan > Mataguayo II > Wichi,South America,AR;BO,,Bolivian Mataco|Mataco|Mataco Güisnay|Mataco Pilcomayo|Mataguayo|Matahuayo|Matako|Nocten|Noctenes|Oktenai|Pilcomayo Wichí|Wennhayek,grammar,threatened,27,Latin
mtq,muon1246,Muong,Austroasiatic,aust1305,Austroasiatic > Vietic > Viet-Muong > Muongic,Eurasia,VN,Ao Tá|Boi Bi|Moi 1|Mol (Vietnam)|Mual|Thang|Wang,Muong (plus diacritics)|Muòng|Viet Nam,grammar,not endangered,51,Latin
mtr,mewa1249,Mewari,Indo-European,indo1319,Indo-European > Classical Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Continental Indo-Aryan > Midlands Indo-Aryan > Apabhramsic > Gujarati-Rajasthani > Rajasthani > Mewaric,Eurasia,IN,Gorawati|Khairari|Sarwari,Język mewari|Mewadi|Mewari language|பாக்ரி மொழி|மேவாரி மொழி|ภาษาพาครี|ภาษาเมวารี,grammar sketch,not endangered,6,Devanagari
mts,yora1241,Yora,Pano-Tacanan,pano1259,Pano-Tacanan > Panoan > Mainline Pano > Pano Nawa > Headwaters Pano > Yaminawa Complex,South America,PE,,Yora language,grammar sketch,not endangered,80,Latin
mtt,mota1237,Mota,Austronesian,aust1307,Austronesian > Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > North and Central Vanuatu > Northern Vanuatu > Torres-Banks linkage,Papunesia,VU,,Banks-Inseln|Mota language,grammar sketch,shifting,34,Latin
mtu,tutu1243,Tututepec Mixtec,Otomanguean,otom1299,Otomanguean > Eastern Otomanguean > Amuzgo-Mixtecan > Mixtecan > Mixtec-Cuicatec > Mixtec > Coast Mixtec > East Coast Mixtec,North America,MX,Santa María Acatepec,"Mixtec, Tututepec|Mixteco de San Pedro Tututepec|Southern Misteko|Southern Mixteco",Wordlist or less,threatened,7,Latin
mtv,asar1240,Asaro'o,Nuclear Trans New Guinea,nucl1709,Nuclear Trans New Guinea > Finisterre-Huon > Finisterre-Saruwaged > Warup > Nuclear Warup > Molet-Asaroo,Papunesia,PG,,Morafa,Wordlist or less,not endangered,3,Latin
mtw,maga1264,Southern Binukidnon,Austronesian,aust1307,Austronesian > Malayo-Polynesian > Greater Central Philippine > Central Philippine > Bisayan > Negrosanon,Papunesia,PH,,Ata-Man|Bukidnon|Magahat,Wordlist or less,not endangered,4,Latin
mtx,tida1235,Tidaá Mixtec,Otomanguean,otom1299,Otomanguean > Eastern Otomanguean > Amuzgo-Mixtecan > Mixtecan > Mixtec-Cuicatec > Mixtec > Eastern Alta Mixtec,North America,MX,,"Central Misteko|Central Nochistlán Mixtec|Centreal Mixteco|Diuxi-Tilantongo Mixtec|Eastern Alta Mixtec|Eastern Mixtec|Huitepec Mixtec|Mitlatongo Mixtec|Mixtec, Tidaá|Mixteco bajo de Valles|Mixteco de Diuxi-Tilantongo|Mixteco de Huitepec",Wordlist or less,threatened,5,Latin
mty,nabi1239,Nabi-Metan,Nuclear Torricelli,nucl1708,Nuclear Torricelli > Wapei-Palei > Central Torricelli > Wapeic,Papunesia,PG,,Menandon|Metan|Minendon|Mitang|Nabi|Nambi|Nambieb,Wordlist or less,shifting,5,Latin
mtz,taca1258,Tacanec,Bookkeeping,book1242,Bookkeeping,North America,GT;MX,,,Wordlist or less,,1,
mua,mund1325,Mundang,Atlantic-Congo,atla1278,Atlantic-Congo > Volta-Congo > North Volta-Congo > Cameroun-Ubangian > Mbumic > Northern Mbum > Tupuri-Mundang-Mambai > Mundangic,Africa,CM;TD,Gelama|Imbana|Kiziere|Torrock-Kaélé,Kaele|Marhay|Moundan|Moundang|Musemban|Nda,long grammar,not endangered,31,Latin
mub,mubi1246,Mubi,Afro-Asiatic,afro1255,Afro-Asiatic > Chadic > East Chadic > East Chadic B > East Chadic B.1 > Mubic,Africa,TD,,Minjile|Moubi|Mubi language,grammar sketch,not endangered,15,Latin
muc,mbuu1238,Ajumbu,Atlantic-Congo,atla1278,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Southern Bantoid > Yemne-Kimbi,Africa,CM,,Cameroon|Mbu',phonology/text,shifting,10,Latin
mud,medn1235,Mednyj Aleut,Eskimo-Aleut,eski1264,Eskimo-Aleut > Aleutic,Eurasia,RU,,"Aleut de l'île Copper|Aleut, Mednyj|Aleutiano de la isla Copper|Attuan|Copper|Copper Island Aleut|Copper Island Aleut Creole|Copper Island Attuan|Creolized Attuan|Medny|Medny Aleut language|Алеутско-медновский язык",grammar sketch,extinct,17,Cyrillic
mue,medi1245,Media Lengua,Mixed Language,mixe1287,Mixed Language > Spanish-Quechua,South America,EC,Cotopaxi Media Lengua|Imbabura Media Lengua|Salcedo Media Lengua|Yacubamba Media Lengua,Ecuador|Медиа-ленгуа,grammar sketch,threatened,59,Latin
mug,musg1254,Musgu,Afro-Asiatic,afro1255,Afro-Asiatic > Chadic > Biu-Mandara > North Biu-Mandara > Musguic > Musgu-Mbara,Africa,CM;TD,Beege|Mpus|Munjuk-Nord|Munjuk-Sud|Muzuk|Vulum,Mouloui|Mousgou|Mousgoum|Mousgoun|Mulwi|Munjuk|Musga|Musgum|Musuk|Muzuk,long grammar,not endangered,52,Latin
muh,mund1326,Mündü,Atlantic-Congo,atla1278,Atlantic-Congo > Volta-Congo > North Volta-Congo > Cameroun-Ubangian > Ubangi > Ubangi Ka > Mundu-Baka > Eastern Mundu-Baka,Africa,CD;SS,Shatt (Mundu),Gbanzili 4th division|Mondo|Mondu|Mountou|Mundo|Mundu,grammar sketch,not endangered,37,Latin
mui,musi1241,Musi,Austronesian,aust1307,Austronesian > Malayo-Polynesian > Malayo-Chamic > Malayic > Nuclear Malayic > Central Sumatran Malay > Music,Papunesia,ID,Belide|Burai|Kelingi|Lematang Ilir|Lowland Musi|Meranjat|Nuclear Musi|Nuclear Penesak|Palembang|Palembang Lama|Palembang Pasar|Palembang Pesisir|Palembang-Lowland|Panesak|Pedamaran|Pegagan|Penesak|Penukal|Rawas Musi|Sekayu Malay|Upper Musi,Palembang|Sekayu,grammar,not endangered,18,Latin
muj,mabi1242,Mabire,Afro-Asiatic,afro1255,Afro-Asiatic > Chadic > East Chadic > East Chadic B > East Chadic B.1 > Dangla-Mabire-Birgit,Africa,TD,,Lenga Mabire|Mabire language|Mabiri,phonology/text,extinct,4,Latin
muk,mugo1238,Mugom,Sino-Tibetan,sino1245,Sino-Tibetan > Bodic > Bodish > Early Old Tibetan > Middle Old Tibetan > Late Old Tibetan > Central Tibetan > South-Western Tibetic > Mustangic,Eurasia,CN;IN;NP,Karani|Mugali,Mugali|Mugu|Mugum,phonology/text,not endangered,6,Tibetan
mum,maiw1249,Maiwala,Austronesian,aust1307,Austronesian > Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > Western Oceanic linkage > Papuan Tip linkage > Nuclear Papuan Tip linkage > North Papuan Mainland-D'Entrecasteaux linkage > Are-Taupota linkage > Taupota linkage > Nuclear Taupota linkage > Eastern Taupota,Papunesia,PG,,,Wordlist or less,not endangered,44,Latin
muo,nyon1241,Nyong,Atlantic-Congo,atla1278,Atlantic-Congo > Volta-Congo > North Volta-Congo > Cameroun-Ubangian > Central Adamawa > Samba-Duru > Southern Samba-Duru > Sambaic > Samba-Leko-Perema-Mumbake > Perema-Mumbake,Africa,CM;NG,,Chukkol|Daganonga|Daganyonga|Mubako|Mumbake|Ndagam|Nyoking|Nyongnepa|Peti|Samba Bali|Teteka|Yapeli,grammar sketch,not endangered,13,Latin
mup,malv1243,Malvi,Indo-European,indo1319,Indo-European > Classical Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Continental Indo-Aryan > Midlands Indo-Aryan > Bhil,Eurasia,IN,Bachadi|Bhoyari|Dholewari|Hoshangabad|Jamral|Katiyai|Malvi Proper|Patvi|Rajawadi|Rangari (Malvi)|Rangri|Sondhwadi|Ujjaini|Umadwadi,Język malwi|Malavi|Mallow|Malvi language|Malwada|Malwi|Ujjaini|ภาษามัลวี,grammar sketch,not endangered,12,
muq,east2371,Eastern Xiangxi Miao,Hmong-Mien,hmon1336,Hmong-Mien > Hmongic > Nuclear Hmongic-Ho Ne > Nuclear Hmongic > North Hmongic,Eurasia,CN,,"Eastern West-Hunan Miao|Ghao-Xong|Hmong, Eastern Xiangxi|Hsianghsi Miao|Meo Do|Red Meo|Red Miao",grammar sketch,not endangered,11,Latin
mur,murl1244,Murle,Surmic,surm1244,Surmic > South Surmic > Southwest Surmic > Didinga-Murle,Africa,ET;SS,Boma (Surmic)|Lotilla|Olam,Adkibba|Agiba|Ajibba|Beir|Merule|Mourle|Murele|Murelei|Murule|Omo-Murle,grammar,threatened,78,Latin
mus,cree1270,Creek,Muskogean,musk1252,Muskogean,North America,US,Nuclear Creek|Seminole,Creek language|Creek-Seminole|Creekin kieli|Idioma creek|Język krik|Maskoke|Maskoki Proper|Maskoki simi|Muskogee|Muskogeeg|Muskoguí|Muskokee,long grammar,moribund,50,Latin
mut,west2408,Western Muria,Dravidian,drav1251,Dravidian > South Dravidian > South Dravidian II > Gondi > Northwest Gondi > Southwest Gondi > Muria,Eurasia,IN,Banchapai|Dhanora|Sonapal,"Gonḍi|Gōṇḍī|Jhoria|Mudia|Muria Gondi|Muria, Western",long grammar,not endangered,15,Devanagari
muu,yaak1241,Yaaku,Afro-Asiatic,afro1255,Afro-Asiatic > Cushitic > East Cushitic > Lowland East Cushitic > Southern Lowland East Cushitic > Transversal Lowland East Cushitic,Africa,KE,,"""Ndorobo""|Lenga Yaaku|Mogogodo|Mukogodo|Mukoquodo|Siegu|Yaaku hizkuntza|Yaaku language|Yaakua|Yaakuan|Yakunte|Yiaku",grammar sketch,moribund,48,Latin
muv,muth1236,Muthuvan,Dravidian,drav1251,Dravidian > South Dravidian > South Dravidian I > Tamil-Kannada > Tamil-Kota > Tamil-Toda > Tamil-Irula > Tamil-Kodagu > Tamil-Malayalam > Tamiloid > Muthuvan-Mannan,Eurasia,IN,Eastern Muthuvan|Western Muthuvan,Mudavan|Mudugar|Muduvan|Muduvar|Mutuvar,grammar sketch,not endangered,21,Tamil
muw,mund1339,Mundari (Retired),Bookkeeping,book1242,Bookkeeping,,,,,Wordlist or less,,1,
mux,boun1245,Bo-Ung,Nuclear Trans New Guinea,nucl1709,Nuclear Trans New Guinea > Chimbu-Wahgi > Hagen > Melpa-Tembagla,Papunesia,PG,Mara-Gomu|Miyemu,Mbo-Ung,grammar sketch,not endangered,14,Latin
muy,muya1243,Muyang,Afro-Asiatic,afro1255,Afro-Asiatic > Chadic > Biu-Mandara > North Biu-Mandara > Margi-Mandara-Mofu > Mofuic > Tokombere > Madaic,Africa,CM,,Mouyenge|Mouyengue|Muyang language|Muyenge|Myau|Myenge,grammar sketch,not endangered,37,Latin
muz,murs1242,Mursi,Surmic,surm1244,Surmic > South Surmic > Southeast Surmic > Pastoral Surmic > Tirma-Chai-Mursi,Africa,ET,,Dama|Merdu|Meritu|Murzi|Murzu,long grammar,shifting,34,Ethiopic
mva,mana1295,Manam,Austronesian,aust1307,Austronesian > Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > Western Oceanic linkage > North New Guinea linkage > Schouten linkage > Kairiru-Manam > Manamic linkage > Bam-Manam > Manam-Sepa,Papunesia,PG,Wanami,Manam language|Manum,long grammar,shifting,68,Latin
mvb,matt1238,Mattole-Bear River,Athabaskan-Eyak-Tlingit,atha1245,Athabaskan-Eyak-Tlingit > Athabaskan-Eyak > Athabaskan > Pacific Coast Athabaskan > California Athabaskan,North America,US,Bear River|Mattole,Mattole|Mattole language,long grammar,extinct,23,Latin
mvc,mamc1234,"Mam, Central",Bookkeeping,book1242,Bookkeeping,North America,GT,,,Wordlist or less,,1,
mvd,mamb1305,Mamboru,Austronesian,aust1307,Austronesian > Malayo-Polynesian > Bima-Lembata > Sumba-Hawu > Sumba > Central-East Sumbanese,Papunesia,ID,,Mamboro|Memboro,Wordlist or less,shifting,8,Latin
mve,marw1256,Marwari (Pakistan),Indo-European,indo1319,Indo-European > Classical Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Continental Indo-Aryan > Midlands Indo-Aryan > Apabhramsic > Gujarati-Rajasthani > Rajasthani > Western Rajasthani > Indus Rajasthani,Eurasia,IN;PK,Marwari Bhat|Marwari Bhil|Marwari Meghwar|Northern Marwari|Southern Marwari,Jaiselmer|Marawar|Marwari|Marwari Bhil|Marwari Meghwar|Merwari|Mewari|Rajasthani,phonology/text,not endangered,9,Arabic
mvf,peri1253,Peripheral Mongolian,Mongolic-Khitan,mong1349,Mongolic-Khitan > Mongolic > Eastern Mongolic > Khalkha-Buriat > Mongolian,Eurasia,CN;MN,Chahar|Ejine|Jirim Mongolian|Jo-Uda|Jostu|Ordos|Shilingol|Tumut|Ulanchab,"Inner Mongolian|Khorchin|Khorčin|Menggu|Monggol|Mongol|Mongol (Khamnigan)|Mongolian, Peripheral|Ordos|Ostmongolisch|Southern-Eastern Mongolian",long grammar,threatened,29,Mongolian
mvg,yucu1250,Yucuañe Mixtec,Otomanguean,otom1299,Otomanguean > Eastern Otomanguean > Amuzgo-Mixtecan > Mixtecan > Mixtec-Cuicatec > Mixtec > Western Alta Mixtec > Tlaxiacic > Yucuane-Teita,North America,MX,,"Atatláhuca Mixtec|Chalcatongo Mixtec|Eastern Putla Mixtec|Itundujia Mixtec|Magdalena Peñasco Mixtec|Mixtec, Yucuañe|Mixteco de San Antonio Sinicahua|Mixteco de San Bartolomé Yucuañe|Mixteco de San Esteban Atatláhuca|Mixteco de San Juan Teita|Mixteco de San Juan Ñumí|Mixteco de San Pablo Tijaltepec",Wordlist or less,threatened,4,Latin
mvh,mire1238,Mire,Afro-Asiatic,afro1255,Afro-Asiatic > Chadic > East Chadic > East Chadic A > East Chadic A.1 > Sumrayic > Ndam-Tumak,Africa,TD,,Chad|Mire language,Wordlist or less,not endangered,2,Latin
mvi,miya1259,Miyako,Japonic,japo1237,Japonic > Ryukyuan > Southern Ryukyu,Eurasia,JP,Central Miyako|Ikema-Irabu|Ikema-Jima|Irabu-Jima|Kurima|Miyako-Jima|Ogami|Tarama-Minna,Idioma miyako|Ikimatsu|Miyako language|Miyako-Sprache|Miyakoeg|Ryukyuan|Saskishima|Saskisima|Southern Ryukyuan|ภาษามิยาโกะ|ミャークフツ|宮古方言,long grammar,moribund,78,
mvj,mamt1235,"Mam, Todos Santos Cuchumatán",Bookkeeping,book1242,Bookkeeping,North America,GT;MX,,,Wordlist or less,,1,
mvk,mekm1240,Mekmek,Yuat,yuat1252,Yuat,Papunesia,PG,,,Wordlist or less,shifting,4,Latin
mvl,mbar1254,Mbara-Yanga,Pama-Nyungan,pama1250,Pama-Nyungan > Paman,Australia,AU,Mbara (Australia)|Yanga (Australia),Ambara|Balgalu|Bargal|Kumbulmara|Mbara|Mbara (Australia)|Midjamba|Mitjamba,phonology/text,extinct,6,Latin
mvn,mina1269,Minaveha,Austronesian,aust1307,Austronesian > Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > Western Oceanic linkage > Papuan Tip linkage > Nuclear Papuan Tip linkage > North Papuan Mainland-D'Entrecasteaux linkage > Are-Taupota linkage > Taupota linkage,Papunesia,PG,,Kukuya|Minavega,grammar,not endangered,8,Latin
mvo,maro1244,Marovo,Austronesian,aust1307,Austronesian > Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > Western Oceanic linkage > Meso Melanesian linkage > New Ireland-Northwest Solomonic linkage > St George linkage > Northwest Solomonic > New Georgia > East New Georgia > Marovo-Vangunu,Papunesia,SB,,Marovo language|Solomon Islands,phonology/text,not endangered,16,Latin
mvp,duri1242,Duri,Austronesian,aust1307,Austronesian > Malayo-Polynesian > Greater South Sulawesi > South Sulawesi > Northern South Sulawesi > Toraja-Duri,Papunesia,ID,Cakke|Kalosi,Masenrempulu|Massenrempulu|Nordost-Celebes,grammar sketch,threatened,22,Latin
